mdl-(1,0,0)-93-BD8472C4C5F80EF2	vertices = (vtx-A07-93-n1-1)	Δ = 93	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 16 x (irr-A7-8) + 1 x (irr-A7-28)
mdl-(1,0,0)-n26-E53BD439A5AE0683	vertices = (vtx-A08-n26-n1-n1)	Δ = -26	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 1 x (irr-A8-9) + 1 x (irr-A8-45)
mdl-(1,0,0)-82-3C1A42A680483B53	vertices = (vtx-A08-82-n2-0)	Δ = 82	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 18 x (irr-A8-9)
mdl-(1,0,0)-109-336C87F7944253F7	vertices = (vtx-A08-109-n1-1)	Δ = 109	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 17 x (irr-A8-9) + 1 x (irr-A8-36)
mdl-(1,0,0)-n24-5ACD2EAE671F1825	vertices = (vtx-A09-n24-n1-n1)	Δ = -24	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 2 x (irr-A9-10) + 1 x (irr-A9-55)
mdl-(1,0,0)-101-2941FB4ECD8C1AF8	vertices = (vtx-A09-101-n2-0)	Δ = 101	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 20 x (irr-A9-10)
mdl-(1,0,0)-126-B50DC9B68178A60A	vertices = (vtx-A09-126-n1-1)	Δ = 126	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 18 x (irr-A9-10) + 1 x (irr-A9-45)
mdl-(1,0,0)-n21-F02BCD9CF303B836	vertices = (vtx-A10-n21-n1-n1)	Δ = -21	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 3 x (irr-A10-11) + 1 x (irr-A10-66)
mdl-(1,0,0)-122-BF91F7E3C0591E49	vertices = (vtx-A10-122-n2-0)	Δ = 122	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 22 x (irr-A10-11)
mdl-(1,0,0)-144-0FCB64368E34B3D1	vertices = (vtx-A10-144-n1-1)	Δ = 144	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 19 x (irr-A10-11) + 1 x (irr-A10-55)
mdl-(1,0,0)-n17-CBFCD54D9B2593DA	vertices = (vtx-A11-n17-n1-n1)	Δ = -17	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 4 x (irr-A11-12) + 1 x (irr-A11-78)
mdl-(1,0,0)-145-AEBB46063F0709A1	vertices = (vtx-A11-145-n2-0)	Δ = 145	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 24 x (irr-A11-12)
mdl-(1,0,0)-163-0F8E2DD161A99EB0	vertices = (vtx-A11-163-n1-1)	Δ = 163	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 20 x (irr-A11-12) + 1 x (irr-A11-66)
mdl-(1,0,0)-n12-2221E12060E82D2F	vertices = (vtx-A12-n12-n1-n1)	Δ = -12	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 5 x (irr-A12-13) + 1 x (irr-A12-91)
mdl-(1,0,0)-170-A26CA35AF91F6E94	vertices = (vtx-A12-170-n2-0)	Δ = 170	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 26 x (irr-A12-13)
mdl-(1,0,0)-183-285B3BBC74ED2C1A	vertices = (vtx-A12-183-n1-1)	Δ = 183	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 21 x (irr-A12-13) + 1 x (irr-A12-78)
mdl-(1,0,0)-n6-CC8A559264FC6029	vertices = (vtx-A13-n6-n1-n1)	Δ = -6	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 6 x (irr-A13-14) + 1 x (irr-A13-105)
mdl-(1,0,0)-197-BE7B814B9F608B39	vertices = (vtx-A13-197-n2-0)	Δ = 197	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 28 x (irr-A13-14)
mdl-(1,0,0)-204-A413AC1123CEFFE3	vertices = (vtx-A13-204-n1-1)	Δ = 204	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 22 x (irr-A13-14) + 1 x (irr-A13-91)
mdl-(1,0,0)-1-E923F68369677418	vertices = (vtx-A14-1-n1-n1)	Δ = 1	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 7 x (irr-A14-15) + 1 x (irr-A14-120)
mdl-(1,0,0)-226-29C734FEA4EC2F38	vertices = (vtx-A14-226-n2-0)	Δ = 226	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 30 x (irr-A14-15)
mdl-(1,0,0)-226-F29EA3116ACC8516	vertices = (vtx-A14-226-n1-1)	Δ = 226	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 23 x (irr-A14-15) + 1 x (irr-A14-105)
mdl-(1,0,0)-9-B37B4DA2ECF6763D	vertices = (vtx-A15-9-n1-n1)	Δ = 9	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 8 x (irr-A15-16) + 1 x (irr-A15-136)
mdl-(1,0,0)-18-A887CB990BDD73B8	vertices = (vtx-A16-18-n1-n1)	Δ = 18	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 9 x (irr-A16-17) + 1 x (irr-A16-153)
mdl-(1,0,0)-28-5D7EFF37181DECF5	vertices = (vtx-A17-28-n1-n1)	Δ = 28	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 10 x (irr-A17-18) + 1 x (irr-A17-171)
mdl-(1,0,0)-39-66D0F9019CF55BB4	vertices = (vtx-A18-39-n1-n1)	Δ = 39	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 11 x (irr-A18-19) + 1 x (irr-A18-190)
mdl-(1,0,0)-51-9A6D5F4CE5B8F7E6	vertices = (vtx-A19-51-n1-n1)	Δ = 51	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 12 x (irr-A19-20) + 1 x (irr-A19-210)
mdl-(1,0,0)-64-03E4619A5568F1ED	vertices = (vtx-A20-64-n1-n1)	Δ = 64	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 13 x (irr-A20-21) + 1 x (irr-A20-231)
mdl-(1,0,0)-78-816BF83928036B25	vertices = (vtx-A21-78-n1-n1)	Δ = 78	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 14 x (irr-A21-22) + 1 x (irr-A21-253)
mdl-(1,0,0)-93-A558F17DCA671B00	vertices = (vtx-A22-93-n1-n1)	Δ = 93	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 15 x (irr-A22-23) + 1 x (irr-A22-276)
mdl-(1,0,0)-109-634597859F8B315D	vertices = (vtx-A23-109-n1-n1)	Δ = 109	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 16 x (irr-A23-24) + 1 x (irr-A23-300)
mdl-(1,0,0)-126-D25FE8AA369091D9	vertices = (vtx-A24-126-n1-n1)	Δ = 126	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 17 x (irr-A24-25) + 1 x (irr-A24-325)
mdl-(1,0,0)-144-53268F38B7A3A4B9	vertices = (vtx-A25-144-n1-n1)	Δ = 144	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 18 x (irr-A25-26) + 1 x (irr-A25-351)
mdl-(1,0,0)-163-01A1151BE524F263	vertices = (vtx-A26-163-n1-n1)	Δ = 163	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 19 x (irr-A26-27) + 1 x (irr-A26-378)
mdl-(1,0,0)-183-6352D4F3555B8250	vertices = (vtx-A27-183-n1-n1)	Δ = 183	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 20 x (irr-A27-28) + 1 x (irr-A27-406)
mdl-(1,0,0)-204-4C9921DE3FC9E000	vertices = (vtx-A28-204-n1-n1)	Δ = 204	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 21 x (irr-A28-29) + 1 x (irr-A28-435)
mdl-(1,0,0)-226-1CE4AFCA01CA7C54	vertices = (vtx-A29-226-n1-n1)	Δ = 226	bI-odd = ([[3,1],[0,1]])	bI-even = ()	(1) : 22 x (irr-A29-30) + 1 x (irr-A29-465)
mdl-(1,0,0)-n5-325E90DBB2350663	vertices = (vtx-B03-n5-n3-n1)	Δ = -5	bI-odd = ([[3,1],[-1,-2]])	bI-even = ()	(1) : 2 x (irr-B3-8)
mdl-(1,0,0)-18-DDD04681CDDDBC7B	vertices = (vtx-B03-18-n2-0)	Δ = 18	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 1 x (irr-B3-7) + 4 x (irr-B3-8)
mdl-(1,0,0)-41-85AFAC6A6D881A4B	vertices = (vtx-B03-41-n1-1)	Δ = 41	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 2 x (irr-B3-7) + 6 x (irr-B3-8)
mdl-(1,0,0)-n27-BA2AFD84753047C6	vertices = (vtx-B04-n27-n4-n2)	Δ = -27	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 1 x (irr-B4-9)
mdl-(1,0,0)-n2-1664EC9FFC65163F	vertices = (vtx-B04-n2-n3-n1)	Δ = -2	bI-odd = ([[3,1],[-1,-2]])	bI-even = ()	(1) : 2 x (irr-B4-9) + 1 x (irr-B4-16)
mdl-(1,0,0)-23-DC2F79B02802155B	vertices = (vtx-B04-23-n2-0)	Δ = 23	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 3 x (irr-B4-9) + 2 x (irr-B4-16)
mdl-(1,0,0)-48-21411AA772090589	vertices = (vtx-B04-48-n1-1)	Δ = 48	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 4 x (irr-B4-9) + 3 x (irr-B4-16)
mdl-(1,0,0)-n22-5E0FB603E3962758	vertices = (vtx-B05-n22-n4-n2)	Δ = -22	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 3 x (irr-B5-11)
mdl-(1,0,0)-5-91B6D68CFDF5C2D7	vertices = (vtx-B05-5-n3-n1)	Δ = 5	bI-odd = ([[3,1],[-1,-2]])	bI-even = ()	(1) : 4 x (irr-B5-11) + 0.5 x (irr-B5-32-q)
mdl-(1,0,0)-32-F4DA2D62D37A816F	vertices = (vtx-B05-32-n2-0)	Δ = 32	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 5 x (irr-B5-11) + 1 x (irr-B5-32-q)
mdl-(1,0,0)-59-8BACB2637FB9CE43	vertices = (vtx-B05-59-n1-1)	Δ = 59	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 6 x (irr-B5-11) + 1.5 x (irr-B5-32-q)
mdl-(1,0,0)-n13-E36BF2D7BDC3BF34	vertices = (vtx-B06-n13-n4-n2)	Δ = -13	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 5 x (irr-B6-13)
mdl-(1,0,0)-45-6007196CA24F21E7	vertices = (vtx-B06-45-n2-0)	Δ = 45	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 7 x (irr-B6-13) + 0.5 x (irr-B6-64-q)
mdl-(1,0,0)-0-B28AE8CA88CDB088	vertices = (vtx-B07-0-n4-n2)	Δ = 0	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 7 x (irr-B7-15)
mdl-(1,0,0)-17-62FF2D7361A6DA9D	vertices = (vtx-B08-17-n4-n2)	Δ = 17	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 9 x (irr-B8-17)
mdl-(1,0,0)-38-93697D2512120236	vertices = (vtx-B09-38-n4-n2)	Δ = 38	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 11 x (irr-B9-19)
mdl-(1,0,0)-63-ED706013F8BD8FA6	vertices = (vtx-B10-63-n4-n2)	Δ = 63	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 13 x (irr-B10-21)
mdl-(1,0,0)-92-6B87B8B11D54D86D	vertices = (vtx-B11-92-n4-n2)	Δ = 92	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 15 x (irr-B11-23)
mdl-(1,0,0)-125-F7969F57EADB3C95	vertices = (vtx-B12-125-n4-n2)	Δ = 125	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 17 x (irr-B12-25)
mdl-(1,0,0)-162-B8476C5FCC04D835	vertices = (vtx-B13-162-n4-n2)	Δ = 162	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 19 x (irr-B13-27)
mdl-(1,0,0)-203-B2B9540E6CE5EEB0	vertices = (vtx-B14-203-n4-n2)	Δ = 203	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 21 x (irr-B14-29)
mdl-(1,0,0)-63-01B317859969903F	vertices = (vtx-C03-63-n1-1)	Δ = 63	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 14 x (irr-C3-6-q)
mdl-(1,0,0)-92-F10AEC3D9CDAC3E0	vertices = (vtx-C04-92-n1-1)	Δ = 92	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 16 x (irr-C4-8-q)
mdl-(1,0,0)-125-1DCEBD345BA6D3E4	vertices = (vtx-C05-125-n1-1)	Δ = 125	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 18 x (irr-C5-10-q)
mdl-(1,0,0)-162-E0110F59BA71C42E	vertices = (vtx-C06-162-n1-1)	Δ = 162	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 20 x (irr-C6-12-q)
mdl-(1,0,0)-203-389B5937DD861B1E	vertices = (vtx-C07-203-n1-1)	Δ = 203	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 22 x (irr-C7-14-q)
mdl-(1,0,0)-n28-504D85F5D013AF6F	vertices = (vtx-D04-n28-n4-n2)	Δ = -28	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])
mdl-(1,0,0)-n4-C31D2A92B5ED01F5	vertices = (vtx-D04-n4-n3-n1)	Δ = -4	bI-odd = ([[3,1],[-1,-2]])	bI-even = ()	(1) : 1 x (irr-D4-8a) + 2 x (irr-D4-8b)
mdl-(1,0,0)-20-AEEFDAF04C00AFE2	vertices = (vtx-D04-20-n2-0)	Δ = 20	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 2 x (irr-D4-8a) + 4 x (irr-D4-8b)
mdl-(1,0,0)-44-DF0EB914B3BDE389	vertices = (vtx-D04-44-n1-1)	Δ = 44	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 3 x (irr-D4-8a) + 6 x (irr-D4-8b)
mdl-(1,0,0)-n25-B92D747D0D2D6616	vertices = (vtx-D05-n25-n4-n2)	Δ = -25	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 2 x (irr-D5-10)
mdl-(1,0,0)-1-935949CB3639B121	vertices = (vtx-D05-1-n3-n1)	Δ = 1	bI-odd = ([[3,1],[-1,-2]])	bI-even = ()	(1) : 3 x (irr-D5-10) + 1 x (irr-D5-16)
mdl-(1,0,0)-27-D333F1427594E649	vertices = (vtx-D05-27-n2-0)	Δ = 27	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 4 x (irr-D5-10) + 2 x (irr-D5-16)
mdl-(1,0,0)-53-795060EF9ACF8B1E	vertices = (vtx-D05-53-n1-1)	Δ = 53	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 5 x (irr-D5-10) + 3 x (irr-D5-16)
mdl-(1,0,0)-n18-CE19A952EA60078C	vertices = (vtx-D06-n18-n4-n2)	Δ = -18	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 4 x (irr-D6-12)
mdl-(1,0,0)-10-D1B1F7D85F0894F9	vertices = (vtx-D06-10-n3-n1)	Δ = 10	bI-odd = ([[3,1],[-1,-2]])	bI-even = ()	(1) : 5 x (irr-D6-12) + 0.5 x (irr-D6-32-q)
mdl-(1,0,0)-38-26B45825E6B22E64	vertices = (vtx-D06-38-n2-0)	Δ = 38	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 6 x (irr-D6-12) + 1 x (irr-D6-32-q)
mdl-(1,0,0)-66-651446CF28C43455	vertices = (vtx-D06-66-n1-1)	Δ = 66	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 7 x (irr-D6-12) + 1.5 x (irr-D6-32-q)
mdl-(1,0,0)-n7-AC2BF053444AF39F	vertices = (vtx-D07-n7-n4-n2)	Δ = -7	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 6 x (irr-D7-14)
mdl-(1,0,0)-8-6BD269B5ACCAD13D	vertices = (vtx-D08-8-n4-n2)	Δ = 8	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 8 x (irr-D8-16)
mdl-(1,0,0)-27-FC6FCDDFEA221845	vertices = (vtx-D09-27-n4-n2)	Δ = 27	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 10 x (irr-D9-18)
mdl-(1,0,0)-50-4620E589D515D9D5	vertices = (vtx-D10-50-n4-n2)	Δ = 50	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 12 x (irr-D10-20)
mdl-(1,0,0)-77-DC9A764CA3B188FE	vertices = (vtx-D11-77-n4-n2)	Δ = 77	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 14 x (irr-D11-22)
mdl-(1,0,0)-108-D98DCF4ED1667F57	vertices = (vtx-D12-108-n4-n2)	Δ = 108	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 16 x (irr-D12-24)
mdl-(1,0,0)-143-4A6B647744B2EEF6	vertices = (vtx-D13-143-n4-n2)	Δ = 143	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 18 x (irr-D13-26)
mdl-(1,0,0)-182-42F434A912432CF4	vertices = (vtx-D14-182-n4-n2)	Δ = 182	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 20 x (irr-D14-28)
mdl-(1,0,0)-225-1DE7466111B54DBE	vertices = (vtx-D15-225-n4-n2)	Δ = 225	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 22 x (irr-D15-30)
mdl-(1,0,0)-n78-04B7B4E023ABDDFB	vertices = (vtx-E06-n78-n6-n4)	Δ = -78	bI-odd = ()	bI-even = ([[2,2],[1,-3]])
mdl-(1,0,0)-n51-9AB2435A07DE6D5A	vertices = (vtx-E06-n51-n5-n3)	Δ = -51	bI-odd = ([[3,1],[-2,-3]])	bI-even = ()	(1) : 1 x (irr-E6-27)
mdl-(1,0,0)-n24-1F6961797D39CE7F	vertices = (vtx-E06-n24-n4-n2)	Δ = -24	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 2 x (irr-E6-27)
mdl-(1,0,0)-3-0D389336C89D998B	vertices = (vtx-E06-3-n3-n1)	Δ = 3	bI-odd = ([[3,1],[-1,-2]])	bI-even = ()	(1) : 3 x (irr-E6-27)
mdl-(1,0,0)-30-01917AE35C45F862	vertices = (vtx-E06-30-n2-0)	Δ = 30	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 4 x (irr-E6-27)
mdl-(1,0,0)-57-E27F124168129A8A	vertices = (vtx-E06-57-n1-1)	Δ = 57	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 5 x (irr-E6-27)
mdl-(1,0,0)-n133-EDEC11B1E131214F	vertices = (vtx-E07-n133-n8-n6)	Δ = -133	bI-odd = ([[3,1],[-1,3]])	bI-even = ([[2,2],[1,-4]], [[1,4],[-2,2]])
mdl-(1,0,0)-n105-3ED1DFC7E123F95B	vertices = (vtx-E07-n105-n7-n5)	Δ = -105	bI-odd = ([[3,1],[-3,-4]])	bI-even = ()	(1) : 0.5 x (irr-E7-56-q)
mdl-(1,0,0)-n77-938C62E50CE89873	vertices = (vtx-E07-n77-n6-n4)	Δ = -77	bI-odd = ()	bI-even = ([[2,2],[1,-3]])	(1) : 1 x (irr-E7-56-q)
mdl-(1,0,0)-n49-FBC6F659A29177F8	vertices = (vtx-E07-n49-n5-n3)	Δ = -49	bI-odd = ([[3,1],[-2,-3]])	bI-even = ()	(1) : 1.5 x (irr-E7-56-q)
mdl-(1,0,0)-n21-6F0742791F7D7792	vertices = (vtx-E07-n21-n4-n2)	Δ = -21	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 2 x (irr-E7-56-q)
mdl-(1,0,0)-7-181E79F8E811E023	vertices = (vtx-E07-7-n3-n1)	Δ = 7	bI-odd = ([[3,1],[-1,-2]])	bI-even = ()	(1) : 2.5 x (irr-E7-56-q)
mdl-(1,0,0)-35-3F4B54247757E147	vertices = (vtx-E07-35-n2-0)	Δ = 35	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 3 x (irr-E7-56-q)
mdl-(1,0,0)-63-B18D58132C843D3E	vertices = (vtx-E07-63-n1-1)	Δ = 63	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 3.5 x (irr-E7-56-q)
mdl-(1,0,0)-n248-23DE20604B26C005	vertices = (vtx-E08-n248-n12-n10)	Δ = -248	bI-odd = ([[3,1],[-2,4]])	bI-even = ([[2,2],[1,-6]], [[1,4],[-3,2]])
mdl-(1,0,0)-n52-99C1D1FB2BC47A1E	vertices = (vtx-F04-n52-n5-n3)	Δ = -52	bI-odd = ([[3,1],[-2,-3]])	bI-even = ()
mdl-(1,0,0)-n26-48036DD35FC0A2F6	vertices = (vtx-F04-n26-n4-n2)	Δ = -26	bI-odd = ([[3,1],[0,2]])	bI-even = ([[2,2],[1,-2]], [[1,4],[-1,2]])	(1) : 1 x (irr-F4-26)
mdl-(1,0,0)-0-C4C86C7AE6758910	vertices = (vtx-F04-0-n3-n1)	Δ = 0	bI-odd = ([[3,1],[-1,-2]])	bI-even = ()	(1) : 2 x (irr-F4-26)
mdl-(1,0,0)-26-0023D7F2F57BD604	vertices = (vtx-F04-26-n2-0)	Δ = 26	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 3 x (irr-F4-26)
mdl-(1,0,0)-52-53C4BB06D57AAEC2	vertices = (vtx-F04-52-n1-1)	Δ = 52	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 4 x (irr-F4-26)
mdl-(1,0,0)-n7-6F8BCC270BFA4FE9	vertices = (vtx-G02-n7-n3-n1)	Δ = -7	bI-odd = ([[3,1],[-1,-2]])	bI-even = ()	(1) : 1 x (irr-G2-7)
mdl-(1,0,0)-14-25C386438801ED2C	vertices = (vtx-G02-14-n2-0)	Δ = 14	bI-odd = ()	bI-even = ([[2,2],[1,-1]])	(1) : 4 x (irr-G2-7)
mdl-(1,0,0)-35-6E679FDE7D6FD309	vertices = (vtx-G02-35-n1-1)	Δ = 35	bI-odd = ([[3,1],[0,-1]])	bI-even = ()	(1) : 7 x (irr-G2-7)
